"[3, 1, 1]",Q,2023-11-30 16:34:49.878501
"[1, 3, 2]",F,2023-11-30 16:34:53.778406
"[2, 4, 2]",P,2023-11-30 16:34:56.678379
"[2, 1, 1]",I,2023-11-30 16:34:58.878423
"[1, 1, 1]",A,2023-11-30 16:35:02.578528
"[3, 2, 1]",S,2023-11-30 16:35:07.078503
"[1, 4, 1]",G,2023-11-30 16:35:10.378524
"[2, 3, 2]",N,2023-11-30 16:35:13.478601
"[4, 1, 2]",Z,2023-11-30 16:35:23.678637
"[3, 2, 2]",T,2023-11-30 16:35:26.578724
"[1, 2, 2]",D,2023-11-30 16:35:30.878734
"[2, 4, 2]",P,2023-11-30 16:35:34.978699
"[2, 3, 1]",M,2023-11-30 16:35:37.178805
