"[2, 3, 1]",M,2023-11-30 16:57:27.265953
"[4, 1, 2]",Z,2023-11-30 16:57:30.466329
"[2, 3, 1]",M,2023-11-30 16:57:33.365899
"[1, 3, 1]",E,2023-11-30 16:57:36.966025
"[3, 2, 2]",T,2023-11-30 16:57:40.266286
"[2, 4, 1]",O,2023-11-30 16:57:43.366121
"[3, 2, 2]",T,2023-11-30 16:57:46.465959
"[2, 4, 1]",O,2023-11-30 16:57:50.265911
"[1, 3, 2]",F,2023-11-30 16:57:56.465929
"[2, 1, 1]",I,2023-11-30 16:57:59.666019
"[1, 1, 1]",A,2023-11-30 16:58:02.665986
"[3, 2, 2]",T,2023-11-30 16:58:06.065857
"[1, 4, 2]",H,2023-11-30 16:58:10.165894
