"[2, 4, 1]",O,2023-11-30 16:41:14.774775
"[4, 3, 2]",backspace,2023-11-30 16:41:26.274366
"[4, 1, 1]",Y,2023-11-30 16:41:30.874212
"[1, 4, 2]",H,2023-11-30 16:41:33.774356
"[1, 4, 2]",H,2023-11-30 16:41:37.374174
"[2, 3, 1]",M,2023-11-30 16:41:40.773985
"[4, 1, 2]",Z,2023-11-30 16:41:48.273834
"[4, 1, 1]",Y,2023-11-30 16:41:53.973955
"[2, 1, 1]",I,2023-11-30 16:41:59.473633
"[1, 4, 1]",G,2023-11-30 16:42:03.673526
"[1, 4, 2]",H,2023-11-30 16:42:06.173753
"[2, 2, 2]",L,2023-11-30 16:42:09.573436
