"[2, 4, 1]",O,2023-11-30 13:45:59.509348
"[1, 1, 1]",A,2023-11-30 13:46:02.909308
"[3, 3, 2]",V,2023-11-30 13:46:06.309287
"[1, 2, 1]",C,2023-11-30 13:46:09.409217
"[4, 1, 2]",Z,2023-11-30 13:46:13.909324
"[1, 2, 1]",C,2023-11-30 13:46:17.409279
"[2, 2, 2]",L,2023-11-30 13:46:20.309340
"[3, 4, 2]",X,2023-11-30 13:46:23.109053
"[2, 2, 2]",L,2023-11-30 13:46:27.209187
"[2, 4, 1]",O,2023-11-30 13:46:38.009406
"[3, 2, 2]",T,2023-11-30 13:46:41.308847
"[1, 2, 1]",C,2023-11-30 13:46:45.009261
"[3, 3, 1]",U,2023-11-30 13:46:47.909104
"[2, 4, 1]",O,2023-11-30 13:46:54.409115
