"[2, 1, 2]",J,2023-11-30 13:49:01.608913
"[3, 4, 1]",W,2023-11-30 13:49:05.809100
"[4, 1, 1]",Y,2023-11-30 13:49:15.708696
"[3, 1, 1]",Q,2023-11-30 13:49:18.608773
"[3, 2, 2]",T,2023-11-30 13:49:23.608860
"[2, 4, 2]",P,2023-11-30 13:49:27.508778
"[2, 4, 2]",P,2023-11-30 13:49:30.909069
"[3, 2, 2]",T,2023-11-30 13:49:35.108958
"[3, 4, 2]",X,2023-11-30 13:49:39.608875
"[3, 3, 2]",V,2023-11-30 13:49:42.908803
"[3, 2, 1]",S,2023-11-30 13:49:46.108706
"[1, 1, 2]",B,2023-11-30 13:49:49.108943
"[3, 4, 1]",W,2023-11-30 13:49:52.008933
"[3, 3, 2]",V,2023-11-30 13:49:55.108937
