"[1, 2, 2]",D,2023-11-30 16:50:27.467666
"[2, 1, 1]",I,2023-11-30 16:50:31.267543
"[1, 3, 1]",E,2023-11-30 16:50:33.967671
"[2, 2, 1]",K,2023-11-30 16:50:40.267405
"[2, 3, 1]",M,2023-11-30 16:50:42.767597
"[2, 2, 2]",L,2023-11-30 16:50:47.267545
"[2, 4, 2]",P,2023-11-30 16:50:54.667556
"[2, 3, 2]",N,2023-11-30 16:50:57.767313
"[2, 4, 2]",P,2023-11-30 16:51:02.167339
"[1, 2, 1]",C,2023-11-30 16:51:04.367275
"[2, 2, 2]",L,2023-11-30 16:51:07.167292
"[2, 3, 2]",N,2023-11-30 16:51:09.567468
"[4, 1, 1]",Y,2023-11-30 16:51:13.167239
"[3, 2, 2]",T,2023-11-30 16:51:16.067395
"[1, 3, 2]",F,2023-11-30 16:51:18.767221
"[1, 3, 2]",F,2023-11-30 16:51:21.967345
