"[2, 2, 2]",L,2023-11-30 16:22:40.561312
"[3, 3, 1]",U,2023-11-30 16:22:44.261511
"[1, 2, 2]",D,2023-11-30 16:22:47.161750
"[1, 1, 2]",B,2023-11-30 16:22:50.861936
"[1, 3, 1]",E,2023-11-30 16:22:54.962000
"[2, 1, 2]",J,2023-11-30 16:22:58.762201
"[3, 3, 2]",V,2023-11-30 16:23:02.562627
"[2, 4, 2]",P,2023-11-30 16:23:05.962692
"[3, 3, 2]",V,2023-11-30 16:23:09.862986
"[2, 2, 1]",K,2023-11-30 16:23:14.463196
"[2, 3, 2]",N,2023-11-30 16:23:17.963443
"[3, 3, 1]",U,2023-11-30 16:23:23.063521
"[3, 1, 2]",R,2023-11-30 16:23:26.663811
"[1, 3, 2]",F,2023-11-30 16:23:29.663828
"[1, 2, 1]",C,2023-11-30 16:23:33.764334
