"[1, 3, 1]",E,2023-11-30 13:38:17.312537
"[1, 2, 1]",C,2023-11-30 13:38:21.412278
"[1, 4, 1]",G,2023-11-30 13:38:25.312249
"[2, 1, 1]",I,2023-11-30 13:38:29.612157
"[3, 3, 1]",U,2023-11-30 13:38:33.312203
"[4, 1, 2]",Z,2023-11-30 13:38:36.912071
"[3, 3, 1]",U,2023-11-30 13:38:42.012060
"[2, 4, 2]",P,2023-11-30 13:38:46.712056
"[2, 4, 1]",O,2023-11-30 13:38:51.211987
"[1, 2, 2]",D,2023-11-30 13:38:56.112119
"[2, 2, 1]",K,2023-11-30 13:38:59.012057
"[1, 1, 1]",A,2023-11-30 13:39:01.911986
"[1, 2, 2]",D,2023-11-30 13:39:06.711817
"[3, 3, 2]",V,2023-11-30 13:39:11.911841
