"[1, 4, 2]",H,2023-11-30 13:59:02.008805
"[1, 4, 1]",G,2023-11-30 13:59:04.208913
"[1, 1, 1]",A,2023-11-30 13:59:06.708894
"[1, 4, 2]",H,2023-11-30 13:59:10.008895
"[3, 4, 1]",W,2023-11-30 13:59:13.608910
"[1, 4, 1]",G,2023-11-30 13:59:16.608682
"[2, 3, 1]",M,2023-11-30 13:59:20.409012
"[4, 1, 1]",Y,2023-11-30 13:59:24.408762
"[3, 1, 2]",R,2023-11-30 13:59:28.909013
"[2, 3, 2]",N,2023-11-30 13:59:34.008788
"[3, 3, 2]",V,2023-11-30 13:59:37.008933
"[4, 1, 1]",Y,2023-11-30 13:59:41.708926
"[3, 4, 2]",X,2023-11-30 13:59:44.808966
"[1, 2, 1]",C,2023-11-30 13:59:47.608931
"[1, 2, 1]",C,2023-11-30 13:59:52.709019
"[1, 4, 2]",H,2023-11-30 13:59:56.409053
