"[4, 1, 1]",Y,2023-11-30 16:54:05.866700
"[1, 3, 1]",E,2023-11-30 16:54:10.166733
"[3, 4, 2]",X,2023-11-30 16:54:13.266648
"[1, 2, 2]",D,2023-11-30 16:54:16.666420
"[1, 3, 1]",E,2023-11-30 16:54:20.566613
"[3, 1, 1]",Q,2023-11-30 16:54:23.666429
"[2, 4, 1]",O,2023-11-30 16:54:28.166432
"[4, 1, 1]",Y,2023-11-30 16:54:32.566602
"[1, 4, 1]",G,2023-11-30 16:54:34.866530
"[4, 1, 1]",Y,2023-11-30 16:54:38.666579
"[2, 3, 1]",M,2023-11-30 16:54:41.766356
"[2, 1, 1]",I,2023-11-30 16:54:44.566368
"[2, 1, 2]",J,2023-11-30 16:54:47.766166
"[1, 3, 1]",E,2023-11-30 16:54:51.066558
"[3, 3, 2]",V,2023-11-30 16:54:54.466476
"[3, 1, 1]",Q,2023-11-30 16:54:56.466341
"[1, 1, 1]",A,2023-11-30 16:54:58.766325
