"[1, 2, 1]",C,2023-11-30 16:26:08.669980
"[1, 1, 1]",A,2023-11-30 16:26:12.470118
"[3, 3, 1]",U,2023-11-30 16:26:15.570274
"[1, 2, 1]",C,2023-11-30 16:26:18.670354
"[3, 3, 2]",V,2023-11-30 16:26:21.170412
"[1, 2, 2]",D,2023-11-30 16:26:26.070537
"[3, 1, 2]",R,2023-11-30 16:26:30.670669
"[2, 1, 2]",J,2023-11-30 16:26:33.470640
"[1, 1, 1]",A,2023-11-30 16:26:37.070773
"[1, 3, 1]",E,2023-11-30 16:26:40.871076
"[2, 3, 1]",M,2023-11-30 16:26:44.071175
"[2, 2, 1]",K,2023-11-30 16:26:47.470849
"[4, 1, 1]",Y,2023-11-30 16:26:51.771160
"[2, 1, 2]",J,2023-11-30 16:26:55.371347
"[2, 4, 1]",O,2023-11-30 16:26:58.571339
"[3, 1, 1]",Q,2023-11-30 16:27:02.571668
