"[2, 3, 1]",M,2023-11-30 16:47:02.169235
"[3, 1, 1]",Q,2023-11-30 16:47:04.969450
"[2, 1, 1]",I,2023-11-30 16:47:07.469396
"[4, 1, 1]",Y,2023-11-30 16:47:09.469195
"[2, 2, 2]",L,2023-11-30 16:47:13.469219
"[3, 2, 2]",T,2023-11-30 16:47:17.069034
"[3, 3, 1]",U,2023-11-30 16:47:19.469036
"[4, 1, 1]",Y,2023-11-30 16:47:22.469065
"[1, 1, 1]",A,2023-11-30 16:47:25.968970
"[2, 3, 1]",M,2023-11-30 16:47:30.468919
"[3, 2, 1]",S,2023-11-30 16:47:34.668888
"[3, 4, 1]",W,2023-11-30 16:47:39.668924
"[3, 4, 2]",X,2023-11-30 16:47:42.568997
"[3, 4, 2]",X,2023-11-30 16:47:45.668820
"[2, 3, 1]",M,2023-11-30 16:47:48.068713
"[2, 3, 1]",M,2023-11-30 16:47:52.068882
"[1, 3, 2]",F,2023-11-30 16:47:56.668833
"[2, 2, 1]",K,2023-11-30 16:47:59.368597
